direction,entry_tier,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,peak_profit_pts,exit_reason,holding_mins,holding_time,opt_dS,opt_delta_entry,opt_delta_exit,opt_gamma,opt_theta_daily,opt_vega,opt_vix_entry,opt_vix_exit,opt_vix_chg,opt_delta_effect,opt_gamma_effect,opt_gamma_pnl,opt_theta_effect,opt_vega_effect,opt_change,opt_pnl_per_lot,opt_gross_pnl,opt_slippage,opt_pnl_total,opt_breakeven_dS
long,C,2024-12-27 09:30:00+05:30,2024-12-27 10:40:00+05:30,23840.2,23913.35,23806.3286617242,23915.9357113602,True,73.15,98.65,15.1,88.3,TRAIL_SL,70,1H:10M,73.15,0.2,0.25852,0.0008,-10.0,6.0,,,0.0,16.5563,0.0,160.5277,-1.8667,0.0,14.6897,14.6897,1101.72,50.0,1051.72,9.1653
long,A,2024-12-27 10:40:00+05:30,2024-12-27 11:00:00+05:30,23913.35,23887.75,23889.035899691007,23889.035899691007,False,-25.6,1.35,28.85,0.0,STOP_LOSS,20,0H:20M,-25.6,0.2,0.17952,0.0008,-10.0,6.0,,,0.0,-4.8841,0.0,19.6608,-0.5333,0.0,-5.4174,-5.4174,-406.31,50.0,-456.31,2.6526
long,A,2024-12-27 11:10:00+05:30,2024-12-27 11:20:00+05:30,23903.55,23863.75,23882.468872209527,23882.468872209527,False,-39.8,3.55,40.7,0.0,STOP_LOSS,10,0H:10M,-39.8,0.2,0.16816,0.0008,-10.0,6.0,,,0.0,-7.3897,0.0,47.5212,-0.2667,0.0,-7.6564,-7.6564,-574.23,50.0,-624.23,1.3298
short,C,2024-12-30 09:30:00+05:30,2024-12-30 09:50:00+05:30,23752.1,23777.65,23770.762286069203,23770.762286069203,False,-25.55,43.0,26.3,27.05,STOP_LOSS,20,0H:20M,25.55,-0.2,-0.17956,0.0008,-10.0,6.0,,,0.0,-4.875,0.0,19.5841,-0.5333,0.0,-5.4083,-5.4083,-405.62,50.0,-455.62,-2.6526
short,B,2024-12-30 10:00:00+05:30,2024-12-30 10:25:00+05:30,23760.65,23789.95,23785.33135124143,23785.33135124143,False,-29.3,14.1,35.65,0.0,STOP_LOSS,25,0H:25M,29.3,-0.2,-0.17656,0.0008,-10.0,6.0,,,0.0,-5.5509,0.0,25.7547,-0.6667,0.0,-6.2176,-6.2176,-466.32,50.0,-516.32,-3.3114
long,C,2024-12-30 11:35:00+05:30,2024-12-30 12:25:00+05:30,23853.8,23794.45,23822.671477060747,23822.671477060747,False,-59.35,61.55,63.1,43.4,STOP_LOSS,50,0H:50M,-59.35,0.2,0.15252,0.0008,-10.0,6.0,,,0.0,-10.6019,0.0,105.6727,-1.3333,0.0,-11.9353,-11.9353,-895.14,50.0,-945.14,6.5801
short,C,2024-12-31 09:30:00+05:30,2024-12-31 09:35:00+05:30,23547.05,23580.7,23576.48547490591,23576.48547490591,False,-33.65,4.45,37.05,0.0,STOP_LOSS,5,0H:05M,33.65,-0.2,-0.17308,0.0008,-10.0,6.0,,,0.0,-6.3224,0.0,33.9697,-0.1333,0.0,-6.4557,-6.4557,-484.18,50.0,-534.18,-0.6658
short,B,2024-12-31 10:15:00+05:30,2024-12-31 10:50:00+05:30,23521.8,23586.0,23551.642553180114,23551.642553180114,False,-64.2,23.1,70.25,14.25,STOP_LOSS,35,0H:35M,64.2,-0.2,-0.14864,0.0008,-10.0,6.0,,,0.0,-11.3562,0.0,123.6492,-0.9333,0.0,-12.2895,-12.2895,-921.72,50.0,-971.72,-4.6239
short,C,2025-01-01 09:45:00+05:30,2025-01-01 10:05:00+05:30,23570.65,23597.2,23594.776668406797,23594.776668406797,False,-26.55,7.85,36.0,1.95,STOP_LOSS,20,0H:20M,26.55,-0.2,-0.17876,0.0008,-10.0,6.0,,,0.0,-5.0562,0.0,21.1471,-0.5333,0.0,-5.5896,-5.5896,-419.22,50.0,-469.22,-2.6526
long,C,2025-01-01 10:45:00+05:30,2025-01-01 11:25:00+05:30,23710.85,23742.9,23672.9622703229,23753.051552918518,True,32.05,68.0,0.0,58.95,TRAIL_SL,40,0H:40M,32.05,0.2,0.22564,0.0008,-10.0,6.0,,,0.0,6.7798,0.0,30.8161,-1.0667,0.0,5.7131,5.7131,428.48,50.0,378.48,5.2776
long,A,2025-01-01 11:25:00+05:30,2025-01-01 11:35:00+05:30,23742.9,23699.15,23707.958777273154,23707.958777273154,False,-43.75,6.2,49.15,0.0,STOP_LOSS,10,0H:10M,-43.75,0.2,0.165,0.0008,-10.0,6.0,,,0.0,-8.0609,0.0,57.4219,-0.2667,0.0,-8.3276,-8.3276,-624.57,50.0,-674.57,1.3298
long,A,2025-01-01 11:40:00+05:30,2025-01-01 11:50:00+05:30,23724.45,23688.25,23689.542638124185,23689.542638124185,False,-36.2,11.5,36.2,0.0,STOP_LOSS,10,0H:10M,-36.2,0.2,0.17104,0.0008,-10.0,6.0,,,0.0,-6.7682,0.0,39.3132,-0.2667,0.0,-7.0349,-7.0349,-527.62,50.0,-577.62,1.3298
long,C,2025-01-02 09:35:00+05:30,2025-01-02 11:45:00+05:30,23815.05,23936.5,23779.61208318619,23951.415647646343,True,121.45,159.1,23.25,152.15,TRAIL_SL,130,2H:10M,121.45,0.2,0.29716,0.0008,-10.0,6.0,,,0.0,29.6,0.0,442.5031,-3.4667,0.0,26.1334,26.1334,1960.0,50.0,1910.0,16.7708
long,A,2025-01-02 11:45:00+05:30,2025-01-02 13:25:00+05:30,23936.5,24099.85,23910.2216763428,24102.07693860599,True,163.35,193.25,20.25,181.2,TRAIL_SL,100,1H:40M,163.35,0.2,0.33068,0.0008,-10.0,6.0,,,0.0,42.276,0.0,800.4967,-2.6667,0.0,39.6093,39.6093,2970.7,50.0,2920.7,12.9956
long,C,2025-01-02 13:25:00+05:30,2025-01-02 15:00:00+05:30,24099.85,24186.25,24067.15402691705,24198.763710202908,True,86.4,126.85,15.75,111.5,TRAIL_SL,95,1H:35M,86.4,0.2,0.26912,0.0008,-10.0,6.0,,,0.0,19.9674,0.0,223.9488,-2.5333,0.0,17.4341,17.4341,1307.55,50.0,1257.55,12.3611
short,C,2025-01-03 09:45:00+05:30,2025-01-03 10:00:00+05:30,24076.25,24101.75,24098.618102120563,24098.618102120563,False,-25.5,24.75,33.05,18.1,STOP_LOSS,15,0H:15M,25.5,-0.2,-0.1796,0.0008,-10.0,6.0,,,0.0,-4.8659,0.0,19.5075,-0.4,0.0,-5.2659,-5.2659,-394.94,50.0,-444.94,-1.9921
short,B,2025-01-03 10:20:00+05:30,2025-01-03 11:20:00+05:30,24066.95,24132.55,24091.76381958406,24091.76381958406,False,-65.6,66.7,69.95,60.6,STOP_LOSS,60,1H:00M,65.6,-0.2,-0.14752,0.0008,-10.0,6.0,,,0.0,-11.5708,0.0,129.1008,-1.6,0.0,-13.1708,-13.1708,-987.81,50.0,-1037.81,-7.8759
short,C,2025-01-06 09:40:00+05:30,2025-01-06 10:00:00+05:30,23947.75,23997.35,23981.914358238046,23981.914358238046,False,-49.6,36.3,70.15,18.85,STOP_LOSS,20,0H:20M,49.6,-0.2,-0.16032,0.0008,-10.0,6.0,,,0.0,-9.0343,0.0,73.8048,-0.5333,0.0,-9.5677,-9.5677,-717.58,50.0,-767.58,-2.6526
short,B,2025-01-06 10:20:00+05:30,2025-01-06 11:25:00+05:30,23975.55,23782.35,24009.178547375835,23768.96532853227,True,193.2,258.75,10.95,230.45,TRAIL_SL,65,1H:05M,-193.2,-0.2,-0.35456,0.0008,-10.0,6.0,,,0.0,52.0774,0.0,1119.7872,-1.7333,0.0,50.3441,50.3441,3775.81,50.0,3725.81,-8.5214
short,C,2025-01-06 11:25:00+05:30,2025-01-06 12:00:00+05:30,23782.35,23666.6,23813.67957288348,23634.024684675172,True,115.75,180.85,18.0,174.2,TRAIL_SL,35,0H:35M,-115.75,-0.2,-0.2926,0.0008,-10.0,6.0,,,0.0,27.9733,0.0,401.9419,-0.9333,0.0,27.04,27.04,2028.0,50.0,1978.0,-4.6239
short,B,2025-01-06 12:05:00+05:30,2025-01-06 12:10:00+05:30,23683.45,23719.8,23719.302787278357,23719.302787278357,False,-36.35,0.3,44.15,0.0,STOP_LOSS,5,0H:05M,36.35,-0.2,-0.17092,0.0008,-10.0,6.0,,,0.0,-6.7943,0.0,39.6397,-0.1333,0.0,-6.9277,-6.9277,-519.57,50.0,-569.57,-0.6658
long,C,2025-01-07 09:30:00+05:30,2025-01-07 09:45:00+05:30,23775.95,23675.65,23719.70882582625,23719.70882582625,False,-100.3,19.25,106.25,7.55,STOP_LOSS,15,0H:15M,-100.3,0.2,0.11976,0.0008,-10.0,6.0,,,0.0,-16.4384,0.0,301.8027,-0.4,0.0,-16.8384,-16.8384,-1262.88,50.0,-1312.88,1.9921
short,C,2025-01-08 10:40:00+05:30,2025-01-08 10:45:00+05:30,23553.65,23579.75,23579.431872001,23579.431872001,False,-26.1,2.2,28.05,0.0,STOP_LOSS,5,0H:05M,26.1,-0.2,-0.17912,0.0008,-10.0,6.0,,,0.0,-4.9748,0.0,20.4363,-0.1333,0.0,-5.1081,-5.1081,-383.11,50.0,-433.11,-0.6658
short,B,2025-01-08 11:10:00+05:30,2025-01-08 11:30:00+05:30,23573.0,23594.0,23592.03938063638,23592.03938063638,False,-21.0,37.65,26.1,26.2,STOP_LOSS,20,0H:20M,21.0,-0.2,-0.1832,0.0008,-10.0,6.0,,,0.0,-4.0412,0.0,13.23,-0.5333,0.0,-4.5746,-4.5746,-343.09,50.0,-393.09,-2.6526
short,B,2025-01-08 11:40:00+05:30,2025-01-08 13:40:00+05:30,23572.0,23629.5,23592.28614671145,23592.28614671145,False,-57.5,75.85,64.75,61.85,STOP_LOSS,120,2H:00M,57.5,-0.2,-0.154,0.0008,-10.0,6.0,,,0.0,-10.3098,0.0,99.1875,-3.2,0.0,-13.5098,-13.5098,-1013.23,50.0,-1063.23,-15.5184
short,C,2025-01-09 10:45:00+05:30,2025-01-09 12:15:00+05:30,23554.4,23606.55,23576.30198920568,23576.30198920568,False,-52.15,17.15,62.3,12.4,STOP_LOSS,90,1H:30M,52.15,-0.2,-0.15828,0.0008,-10.0,6.0,,,0.0,-9.4509,0.0,81.5887,-2.4,0.0,-11.8509,-11.8509,-888.82,50.0,-938.82,-11.725
short,C,2025-01-10 09:35:00+05:30,2025-01-10 09:40:00+05:30,23439.6,23475.1,23464.016098072858,23464.016098072858,False,-35.5,7.3,52.0,0.0,STOP_LOSS,5,0H:05M,35.5,-0.2,-0.1716,0.0008,-10.0,6.0,,,0.0,-6.6463,0.0,37.8075,-0.1333,0.0,-6.7796,-6.7796,-508.47,50.0,-558.47,-0.6658
short,B,2025-01-10 10:15:00+05:30,2025-01-10 10:45:00+05:30,23420.2,23454.3,23449.842840592646,23449.842840592646,False,-34.1,30.15,46.85,26.35,STOP_LOSS,30,0H:30M,34.1,-0.2,-0.17272,0.0008,-10.0,6.0,,,0.0,-6.4014,0.0,34.8843,-0.8,0.0,-7.2014,-7.2014,-540.1,50.0,-590.1,-3.9685
long,C,2025-01-10 11:05:00+05:30,2025-01-10 11:20:00+05:30,23531.1,23542.95,23487.767504774798,23558.84210734876,True,11.85,59.45,9.25,49.15,TRAIL_SL,15,0H:15M,11.85,0.2,0.20948,0.0008,-10.0,6.0,,,0.0,2.4206,0.0,4.2127,-0.4,0.0,2.0206,2.0206,151.54,50.0,101.54,1.9921
long,A,2025-01-10 11:45:00+05:30,2025-01-10 14:10:00+05:30,23529.05,23441.25,23482.27129208537,23482.27129208537,False,-87.8,36.95,87.8,25.0,STOP_LOSS,145,2H:25M,-87.8,0.2,0.12976,0.0008,-10.0,6.0,,,0.0,-14.7848,0.0,231.2652,-3.8667,0.0,-18.6515,-18.6515,-1398.86,50.0,-1448.86,18.6385
short,C,2025-01-13 09:30:00+05:30,2025-01-13 10:20:00+05:30,23243.65,23288.15,23284.169151253453,23284.169151253453,False,-44.5,47.2,54.4,37.65,STOP_LOSS,50,0H:50M,44.5,-0.2,-0.1644,0.0008,-10.0,6.0,,,0.0,-8.1871,0.0,59.4075,-1.3333,0.0,-9.5204,-9.5204,-714.03,50.0,-764.03,-6.5801
short,C,2025-01-13 11:00:00+05:30,2025-01-13 12:20:00+05:30,23275.1,23215.0,23301.343358946084,23207.98890255932,True,60.1,84.65,23.5,82.5,TRAIL_SL,80,1H:20M,-60.1,-0.2,-0.24808,0.0008,-10.0,6.0,,,0.0,13.3203,0.0,108.3603,-2.1333,0.0,11.187,11.187,839.02,50.0,789.02,-10.4483
short,B,2025-01-13 12:20:00+05:30,2025-01-13 14:40:00+05:30,23215.0,23082.5,23234.78131110593,23072.93533721778,True,132.5,167.75,19.7,157.85,TRAIL_SL,140,2H:20M,-132.5,-0.2,-0.306,0.0008,-10.0,6.0,,,0.0,32.8203,0.0,526.6875,-3.7333,0.0,29.0869,29.0869,2181.52,50.0,2131.52,-18.0174
long,C,2025-01-14 11:00:00+05:30,2025-01-14 11:40:00+05:30,23236.65,23198.55,23209.620022778752,23209.620022778752,False,-38.1,28.3,43.85,23.4,STOP_LOSS,40,0H:40M,-38.1,0.2,0.16952,0.0008,-10.0,6.0,,,0.0,-7.0974,0.0,43.5483,-1.0667,0.0,-8.1641,-8.1641,-612.31,50.0,-662.31,5.2776
long,C,2025-01-15 09:50:00+05:30,2025-01-15 11:00:00+05:30,23218.75,23241.8,23181.157330397808,23277.42969176357,True,23.05,74.9,26.65,72.3,TRAIL_SL,70,1H:10M,23.05,0.2,0.21844,0.0008,-10.0,6.0,,,0.0,4.8013,0.0,15.9391,-1.8667,0.0,2.9346,2.9346,220.1,50.0,170.1,9.1653
long,C,2025-01-15 11:00:00+05:30,2025-01-15 12:15:00+05:30,23241.8,23211.3,23212.158140921223,23212.158140921223,False,-30.5,25.95,37.1,16.3,STOP_LOSS,75,1H:15M,-30.5,0.2,0.1756,0.0008,-10.0,6.0,,,0.0,-5.7651,0.0,27.9075,-2.0,0.0,-7.7651,-7.7651,-582.38,50.0,-632.38,9.8076
long,C,2025-01-16 09:30:00+05:30,2025-01-16 09:50:00+05:30,23348.25,23306.9,23307.630075351455,23307.630075351455,False,-41.35,3.6,43.35,0.0,STOP_LOSS,20,0H:20M,-41.35,0.2,0.16692,0.0008,-10.0,6.0,,,0.0,-7.6545,0.0,51.2947,-0.5333,0.0,-8.1878,-8.1878,-614.08,50.0,-664.08,2.6526
long,A,2025-01-16 09:50:00+05:30,2025-01-16 15:10:00+05:30,23306.9,23309.65,23274.344796288653,23274.344796288653,False,2.75,34.0,34.85,27.8,SOFT_EOD_EXIT,320,5H:20M,2.75,0.2,0.2022,0.0008,-10.0,6.0,,,0.0,0.5527,0.0,0.2269,-8.5333,0.0,-7.9806,-7.9806,-598.55,50.0,-648.55,39.5399
short,B,2025-01-17 09:30:00+05:30,2025-01-17 11:05:00+05:30,23239.95,23127.65,23269.36032787171,23126.88780941735,True,112.3,139.6,29.3,132.3,TRAIL_SL,95,1H:35M,-112.3,-0.2,-0.28984,0.0008,-10.0,6.0,,,0.0,27.0001,0.0,378.3387,-2.5333,0.0,24.4667,24.4667,1835.0,50.0,1785.0,-12.3611
short,C,2025-01-17 11:05:00+05:30,2025-01-17 11:25:00+05:30,23127.65,23151.6,23149.923165508513,23149.923165508513,False,-23.95,4.45,28.0,0.0,STOP_LOSS,20,0H:20M,23.95,-0.2,-0.18084,0.0008,-10.0,6.0,,,0.0,-4.5835,0.0,17.2081,-0.5333,0.0,-5.1168,-5.1168,-383.76,50.0,-433.76,-2.6526
short,B,2025-01-17 11:35:00+05:30,2025-01-17 12:00:00+05:30,23156.1,23192.25,23174.764992334483,23174.764992334483,False,-36.15,20.45,62.1,17.8,STOP_LOSS,25,0H:25M,36.15,-0.2,-0.17108,0.0008,-10.0,6.0,,,0.0,-6.7595,0.0,39.2047,-0.6667,0.0,-7.4262,-7.4262,-556.97,50.0,-606.97,-3.3114
long,C,2025-01-20 11:00:00+05:30,2025-01-20 11:45:00+05:30,23268.5,23355.8,23246.593985048956,23358.16060894964,True,87.3,108.0,10.9,103.6,TRAIL_SL,45,0H:45M,87.3,0.2,0.26984,0.0008,-10.0,6.0,,,0.0,20.2037,0.0,228.6387,-1.2,0.0,19.0037,19.0037,1425.27,50.0,1375.27,5.9297
long,A,2025-01-20 12:00:00+05:30,2025-01-20 15:10:00+05:30,23346.65,23351.7,23322.787141420675,23322.787141420675,False,5.05,44.45,20.35,25.35,SOFT_EOD_EXIT,190,3H:10M,5.05,0.2,0.20404,0.0008,-10.0,6.0,,,0.0,1.0192,0.0,0.7651,-5.0667,0.0,-4.0475,-4.0475,-303.56,50.0,-353.56,24.1654
long,A,2025-01-21 09:30:00+05:30,2025-01-21 09:55:00+05:30,23359.25,23299.15,23321.168155289794,23321.168155289794,False,-60.1,11.1,77.65,0.0,STOP_LOSS,25,0H:25M,-60.1,0.2,0.15192,0.0008,-10.0,6.0,,,0.0,-10.7197,0.0,108.3603,-0.6667,0.0,-11.3863,-11.3863,-853.98,50.0,-903.98,3.3114
short,C,2025-01-21 10:00:00+05:30,2025-01-21 10:35:00+05:30,23287.6,23193.8,23314.1936485522,23168.54694070981,True,93.8,159.9,9.35,146.1,TRAIL_SL,35,0H:35M,-93.8,-0.2,-0.27504,0.0008,-10.0,6.0,,,0.0,21.9274,0.0,263.9532,-0.9333,0.0,20.9941,20.9941,1574.56,50.0,1524.56,-4.6239
short,B,2025-01-21 10:45:00+05:30,2025-01-21 11:45:00+05:30,23204.05,23370.95,23234.45954305217,23234.45954305217,False,-166.9,65.1,209.2,59.7,STOP_LOSS,60,1H:00M,166.9,-0.2,-0.06648,0.0008,-10.0,6.0,,,0.0,-23.352,0.0,835.6683,-1.6,0.0,-24.952,-24.952,-1871.4,50.0,-1921.4,-7.8759
long,C,2025-01-21 11:50:00+05:30,2025-01-21 12:10:00+05:30,23381.5,23281.15,23309.207033921357,23309.207033921357,False,-100.35,16.65,105.95,0.3,STOP_LOSS,20,0H:20M,-100.35,0.2,0.11972,0.0008,-10.0,6.0,,,0.0,-16.4448,0.0,302.1037,-0.5333,0.0,-16.9781,-16.9781,-1273.36,50.0,-1323.36,2.6526
short,B,2025-01-22 09:45:00+05:30,2025-01-22 09:55:00+05:30,23060.55,23103.25,23089.276278827067,23089.276278827067,False,-42.7,10.0,64.1,0.0,STOP_LOSS,10,0H:10M,42.7,-0.2,-0.16584,0.0008,-10.0,6.0,,,0.0,-7.8836,0.0,54.6987,-0.2667,0.0,-8.1503,-8.1503,-611.27,50.0,-661.27,-1.3298
short,C,2025-01-22 11:55:00+05:30,2025-01-22 14:10:00+05:30,23035.3,23065.55,23053.281181926814,23053.281181926814,False,-30.25,54.0,49.55,49.05,STOP_LOSS,135,2H:15M,30.25,-0.2,-0.1758,0.0008,-10.0,6.0,,,0.0,-5.7206,0.0,27.4519,-3.6,0.0,-9.3206,-9.3206,-699.04,50.0,-749.04,-17.3948
long,A,2025-01-23 09:30:00+05:30,2025-01-23 10:35:00+05:30,23114.45,23226.15,23082.25896275531,23229.078696035045,True,111.7,131.75,0.9,127.3,TRAIL_SL,65,1H:05M,111.7,0.2,0.28936,0.0008,-10.0,6.0,,,0.0,26.8317,0.0,374.3067,-1.7333,0.0,25.0983,25.0983,1882.38,50.0,1832.38,8.5214
long,A,2025-01-23 10:35:00+05:30,2025-01-23 15:10:00+05:30,23226.15,23201.25,23201.042406460743,23201.042406460743,False,-24.9,44.65,26.05,38.4,SOFT_EOD_EXIT,275,4H:35M,-24.9,0.2,0.18008,0.0008,-10.0,6.0,,,0.0,-4.7568,0.0,18.6003,-7.3333,0.0,-12.0901,-12.0901,-906.76,50.0,-956.76,34.312
short,C,2025-01-24 09:50:00+05:30,2025-01-24 10:35:00+05:30,23158.25,23217.0,23184.48895940554,23184.48895940554,False,-58.75,55.35,68.85,23.1,STOP_LOSS,45,0H:45M,58.75,-0.2,-0.153,0.0008,-10.0,6.0,,,0.0,-10.5074,0.0,103.5469,-1.2,0.0,-11.7074,-11.7074,-878.06,50.0,-928.06,-5.9297
long,C,2025-01-24 11:00:00+05:30,2025-01-24 12:00:00+05:30,23244.5,23313.45,23208.513869718325,23320.268447680457,True,68.95,102.8,10.85,90.7,TRAIL_SL,60,1H:00M,68.95,0.2,0.25516,0.0008,-10.0,6.0,,,0.0,15.5015,0.0,142.6231,-1.6,0.0,13.9015,13.9015,1042.61,50.0,992.61,7.8759
long,A,2025-01-24 12:00:00+05:30,2025-01-24 12:30:00+05:30,23313.45,23273.25,23283.63229029331,23283.63229029331,False,-40.2,5.95,40.2,0.7,STOP_LOSS,30,0H:30M,-40.2,0.2,0.16784,0.0008,-10.0,6.0,,,0.0,-7.4582,0.0,48.4812,-0.8,0.0,-8.2582,-8.2582,-619.37,50.0,-669.37,3.9685
short,C,2025-01-27 09:30:00+05:30,2025-01-27 10:40:00+05:30,22982.05,22861.25,23016.746598336125,22859.636459401965,True,120.8,155.2,25.4,143.65,TRAIL_SL,70,1H:10M,-120.8,-0.2,-0.29664,0.0008,-10.0,6.0,,,0.0,29.4134,0.0,437.7792,-1.8667,0.0,27.5467,27.5467,2066.0,50.0,2016.0,-9.1653
short,C,2025-01-27 10:40:00+05:30,2025-01-27 11:25:00+05:30,22861.25,22894.5,22887.881164352126,22887.881164352126,False,-33.25,22.95,42.25,19.25,STOP_LOSS,45,0H:45M,33.25,-0.2,-0.1734,0.0008,-10.0,6.0,,,0.0,-6.252,0.0,33.1669,-1.2,0.0,-7.452,-7.452,-558.9,50.0,-608.9,-5.9297
short,B,2025-01-27 11:30:00+05:30,2025-01-27 12:00:00+05:30,22893.0,22939.5,22913.278072357025,22913.278072357025,False,-46.5,36.75,46.95,26.1,STOP_LOSS,30,0H:30M,46.5,-0.2,-0.1628,0.0008,-10.0,6.0,,,0.0,-8.5216,0.0,64.8675,-0.8,0.0,-9.3216,-9.3216,-699.12,50.0,-749.12,-3.9685
long,C,2025-01-28 11:00:00+05:30,2025-01-28 12:20:00+05:30,22972.7,23016.75,22929.258895477058,23029.518425017664,True,44.05,76.55,32.7,72.25,TRAIL_SL,80,1H:20M,44.05,0.2,0.23524,0.0008,-10.0,6.0,,,0.0,9.5085,0.0,58.2121,-2.1333,0.0,7.3752,7.3752,553.14,50.0,503.14,10.4483
long,A,2025-01-28 12:20:00+05:30,2025-01-28 13:20:00+05:30,23016.75,23035.5,22982.673936697283,23056.795839473216,True,18.75,57.05,17.65,52.3,TRAIL_SL,60,1H:00M,18.75,0.2,0.215,0.0008,-10.0,6.0,,,0.0,3.8766,0.0,10.5469,-1.6,0.0,2.2766,2.2766,170.74,50.0,120.74,7.8759
long,A,2025-01-28 13:20:00+05:30,2025-01-28 14:45:00+05:30,23035.5,23026.75,23007.69945508691,23118.1860781408,True,-8.75,102.45,15.4,97.4,TRAIL_SL,85,1H:25M,-8.75,0.2,0.193,0.0008,-10.0,6.0,,,0.0,-1.7224,0.0,2.2969,-2.2667,0.0,-3.9891,-3.9891,-299.18,50.0,-349.18,11.0875
long,C,2025-01-30 09:30:00+05:30,2025-01-30 10:50:00+05:30,23189.0,23262.4,23156.411068322286,23284.3968251477,True,73.4,122.15,9.8,111.5,TRAIL_SL,80,1H:20M,73.4,0.2,0.25872,0.0008,-10.0,6.0,,,0.0,16.6195,0.0,161.6268,-2.1333,0.0,14.4862,14.4862,1086.46,50.0,1036.46,10.4483
long,C,2025-01-30 10:50:00+05:30,2025-01-30 11:00:00+05:30,23262.4,23226.25,23232.494665638365,23232.494665638365,False,-36.15,4.45,38.4,0.0,STOP_LOSS,10,0H:10M,-36.15,0.2,0.17108,0.0008,-10.0,6.0,,,0.0,-6.7595,0.0,39.2047,-0.2667,0.0,-7.0262,-7.0262,-526.97,50.0,-576.97,1.3298
long,A,2025-01-30 11:05:00+05:30,2025-01-30 13:25:00+05:30,23269.15,23223.6,23234.507766046663,23234.507766046663,False,-45.55,31.85,49.55,19.15,STOP_LOSS,140,2H:20M,-45.55,0.2,0.16356,0.0008,-10.0,6.0,,,0.0,-8.3631,0.0,62.2441,-3.7333,0.0,-12.0964,-12.0964,-907.23,50.0,-957.23,18.0174
long,C,2025-01-31 09:30:00+05:30,2025-01-31 09:50:00+05:30,23318.55,23350.6,23286.195398292093,23359.514136303365,True,32.05,66.0,22.9,59.25,TRAIL_SL,20,0H:20M,32.05,0.2,0.22564,0.0008,-10.0,6.0,,,0.0,6.7798,0.0,30.8161,-0.5333,0.0,6.2465,6.2465,468.48,50.0,418.48,2.6526
long,A,2025-01-31 10:05:00+05:30,2025-01-31 11:05:00+05:30,23338.15,23420.05,23296.62947168239,23426.480875863013,True,81.9,106.4,23.35,101.95,TRAIL_SL,60,1H:00M,81.9,0.2,0.26552,0.0008,-10.0,6.0,,,0.0,18.7947,0.0,201.2283,-1.6,0.0,17.1947,17.1947,1289.61,50.0,1239.61,7.8759
long,A,2025-01-31 11:05:00+05:30,2025-01-31 13:00:00+05:30,23420.05,23466.75,23392.275518162558,23470.494313030496,True,46.7,74.9,31.6,60.8,TRAIL_SL,115,1H:55M,46.7,0.2,0.23736,0.0008,-10.0,6.0,,,0.0,10.1251,0.0,65.4267,-3.0667,0.0,7.0585,7.0585,529.38,50.0,479.38,14.8899
long,A,2025-01-31 13:00:00+05:30,2025-01-31 13:35:00+05:30,23466.75,23508.55,23443.880142586197,23513.292042754736,True,41.8,63.95,3.15,57.25,TRAIL_SL,35,0H:35M,41.8,0.2,0.23344,0.0008,-10.0,6.0,,,0.0,8.989,0.0,52.4172,-0.9333,0.0,8.0557,8.0557,604.18,50.0,554.18,4.6239
long,C,2025-02-01 09:30:00+05:30,2025-02-01 11:35:00+05:30,23562.65,23586.2,23520.053455754718,23609.014537449166,True,23.55,69.8,31.85,62.0,TRAIL_SL,125,2H:05M,23.55,0.2,0.21884,0.0008,-10.0,6.0,,,0.0,4.9097,0.0,16.6381,-3.3333,0.0,1.5763,1.5763,118.22,50.0,68.22,16.1453
long,A,2025-02-01 11:35:00+05:30,2025-02-01 11:45:00+05:30,23586.2,23539.7,23548.266531578553,23548.266531578553,False,-46.5,43.1,55.15,41.05,STOP_LOSS,10,0H:10M,-46.5,0.2,0.1628,0.0008,-10.0,6.0,,,0.0,-8.5216,0.0,64.8675,-0.2667,0.0,-8.7883,-8.7883,-659.12,50.0,-709.12,1.3298
short,C,2025-02-01 11:55:00+05:30,2025-02-01 12:15:00+05:30,23425.8,23493.1,23475.730734217097,23475.730734217097,False,-67.3,36.1,141.55,0.0,STOP_LOSS,20,0H:20M,67.3,-0.2,-0.14616,0.0008,-10.0,6.0,,,0.0,-11.8295,0.0,135.8787,-0.5333,0.0,-12.3628,-12.3628,-927.21,50.0,-977.21,-2.6526
short,B,2025-02-01 12:25:00+05:30,2025-02-01 13:20:00+05:30,23449.45,23398.75,23513.28624573021,23387.490079788317,True,50.7,131.15,22.2,94.7,TRAIL_SL,55,0H:55M,-50.7,-0.2,-0.24056,0.0008,-10.0,6.0,,,0.0,11.0654,0.0,77.1147,-1.4667,0.0,9.5987,9.5987,719.9,50.0,669.9,-7.2288
short,C,2025-02-03 09:30:00+05:30,2025-02-03 10:05:00+05:30,23317.35,23261.85,23356.214941709713,23255.30923897748,True,55.5,95.35,0.6,92.05,TRAIL_SL,35,0H:35M,-55.5,-0.2,-0.2444,0.0008,-10.0,6.0,,,0.0,12.2089,0.0,92.4075,-0.9333,0.0,11.2756,11.2756,845.67,50.0,795.67,-4.6239
